Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,PTE Overall,TOEFL iBT no Bands Less Than,DET Score,More Info
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MA in Digital Transformation Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTYyMDI5&year=2026,CBS International Business School,24 Month(s),Sep,,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/digital-transformation-management-master-studium/,Cologne,Bachelor's degree with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 15 May,Last Updated on: 13 May 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MA in Financial Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTYyMDMw&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/financial-management-master-studium/,Cologne,Bachelor's degree in business with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration, Education","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MA in Human Resources Management & Leadership (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTYyMDMy&year=2026,CBS International Business School,24 Month(s),Sep,,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/human-resources-personalmanagement-studium/,Cologne,Bachelor's degree with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 15 May,Last Updated on: 13 May 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Arts in Digital Marketing (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTM3NDE1&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/online-marketing-master-studieren/,Cologne,Bachelor's degree with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Arts in IB - Marketing Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTM3NDIw&year=2026,CBS International Business School,24 Month(s),Sep,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/international-marketing-management-master-studium/,Cologne,Bachelor's degree with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Sep: 15 May, Mar: 15 Nov",Last Updated on: 02 Jul 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Arts in International Business (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTAyNTc0&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/international-business-master-studium/,Cologne,Bachelor's degree in business with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration, Physical Sciences, Sciences, Social and Behavioural Science","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Business Psychology and Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTM3NDE0&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/business-psychology-management-master-studium/,Cologne,Bachelor's degree with minimum 60% in business related with 45 credits from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Global Finance (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTAyNTgz&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/global-finance-studium/,Cologne,Bachelor's degree in business with minimum 60% from a recognised university. Basic knowledge of finance is an advantage.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Global Supply Chain Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTYyMDMx&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/master-in-global-supply-chain-management/,Cologne,"Bachelor's degree in business administration, general management, logistics or international business with minimum 60% from a recognised university.","IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Strategic Management and Consulting (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTM3NDIy&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 15,840",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/master/msc-strategisches-management-consulting-studium/,Cologne,Bachelor's degree with minimum 60% from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in International Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTAyNTg0&year=2026,CBS International Business School,24 Month(s),,Mar,"Faster Offer TAT, Scholarship Available, MBA Programs",207 in Webometrics Ranking of Germany National,"EUR 17,820",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/mba/international-master-business-administration/,Cologne,Bachelor's degree with minimum 60% + 1 year of relevant work experience.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in International Management- Fast Track (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTAyNTg1&year=2026,CBS International Business School,12 Month(s),,Mar,"Faster Offer TAT, Scholarship Available, MBA Programs",207 in Webometrics Ranking of Germany National,"EUR 23,760",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/mba/mba-master-in-einem-jahr/,Cologne,Bachelor's degree with minimum 60% + 1 year of relevant work experience.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Mar: 15 Nov,Last Updated on: 03 Dec 2025,92,6.5,6,,,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A. Finance (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTc1&year=2026,Munich Business School,18 Month(s),Sep,,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 17,160",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/master/master-international-business-finance,Munich,Bachelor's degree with minimum 60% in Business Studies/Management/Economics from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Students will spend the last semester in a partner university. Tuition fee is mentioned for one year, the total tuition fee will be € 25,740. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 30 Apr,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A. Innovation and Entrepreneurship (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTcy&year=2026,Munich Business School,18 Month(s),Sep,,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 17,160",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/master/master-innovation-and-entrepreneurship,Munich,Bachelor's degree with minimum 60% in Business Studies/Management/Economics from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Tuition fee is mentioned for one year, the total tuition fee will be € 25,740. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 30 Apr,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A. International Business (APS required) (Feb. intake),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkxOTA3&year=2026,Munich Business School,18 Month(s),,Feb,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 17,160",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/master/master-international-business,Munich,Bachelor's degree with minimum 60% in Business Studies/Management/Economics from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Students will spend the last semester in a partner university. Tuition fee is mentioned for one year, the total tuition fee will be € 25,740. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Feb: 31 Oct,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A. International Business (APS required) (Sep. intake),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTcx&year=2026,Munich Business School,18 Month(s),Sep,,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 17,160",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/master/master-international-business,Munich,Bachelor's degree with minimum 60% in Business Studies/Management/Economics from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Students will spend the last semester in a partner university. Tuition fee is mentioned for one year, the total tuition fee will be € 25,740. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 30 Apr,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
PG,"Commerce, Business and Administration, Personal Services","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A. International Business | Sports Management and Media (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTc0&year=2026,Munich Business School,18 Month(s),Sep,,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 17,160",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/master/master-sports-business-and-communication,Munich,Bachelor's degree with minimum 60% in Business Studies/Management/Economics from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Tuition fee is mentioned for one year, the total tuition fee will be € 25,740. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 30 Apr,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A. International Marketing and Brand Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTcz&year=2026,Munich Business School,18 Month(s),Sep,,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 17,160",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/master/master-international-marketing-and-brand-management,Munich,Bachelor's degree with minimum 60% in Business Studies/Management/Economics from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Tuition fee is mentioned for one year, the total tuition fee will be € 25,740. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 30 Apr,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA General Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTc2&year=2026,Munich Business School,12 Month(s),Sep,Mar,"Scholarship Available, No Interview Required, MBA Programs",237 in Webometrics Ranking of Germany National,"EUR 32,000",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/mba/mba-full-time,Munich,Bachelor's degree with minimum 60% from a recognised university and 2 years of work experience are required.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. There is an additional € 1,490 enrollment fee to be paid one time. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Mar: 15 Nov, Sep: 30 Apr",Last Updated on: 26 Aug 2025,85,6.5,6,56,20,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc in Computer Science - Big Data and Artificial Intelligence (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTQ0&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",24 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 11,500",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-university.de/en/master/computer-science-big-data-artificial-intelligence/i/,Leipzig,"Bachelor degree with minimum 65% in Computer Science, Information Systems, Environmental Engineering, Electrical Engineering, Mechatronic Engineering, Mechanical Engineering, Civil Engineering etc, from a recognised university.This program includes internship of 6 months.","IELTS/TOEFL/PTE is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. This program consists of 1.5 years of academic studies + 6-months internship. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc in Computer Science - Big Data and Artificial Intelligence (Fast track) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTQ1&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",18 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 11,500",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-university.de/en/master/computer-science-big-data-artificial-intelligence/i/,Leipzig,"3.5 years or 4 years bachelor degree with minimum 65% in Computer Science, Information Systems, Environmental Engineering, Electrical Engineering, Mechatronic Engineering, Mechanical Engineering, Civil Engineering etc, from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Tuition fee mentioned is for 1 year, total tuition fee will be € 17,250. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc in Computer Science - Cyber Security (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTQ2&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",24 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 11,500",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-berlin.de/en/master/cyber-security-leipzig/,Leipzig,"Bachelor's Degree with minimum 65% in Computer Science, Information Systems or a similar area of studies. This program includes internship of 6 months.","IELTS/TOEFL/PTE is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. This program consists of 1.5 years of academic studies + 6-months internship. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
